"Year","Sample","Temp_range","Temp_flag","moisture","moisture_units","moisture_flag","R10","Q10","Q10_flag","Species","Latitude","Longitude","lat_lon_notes","Manipulation","Ecosystem_type_old","Ecosystem_type","Biome","Source","Incubation","Duplicate_record","notes","notes2","notes_data_location","StudyName","DOI","Meas_method","Horizon","Depth_cm","Vegetation","notes3","MAT_C","MMT_C","MAP_mm","...35","Texture","...37","time_days","Elevation_m","...40","...41","corg","norg","clay","ph"
,,"5_15","range calculated from: 10",,,,,2.98,,"CO2","NA","NA",,,,,,"Kirschbaum1995","lab",,,"I","Fig3","Schleser","https://doi.org/10.1515/zna-1982-0316",,,,,,,,,,,,,,,,,,,
,,"5_15","range calculated from: 12",,,,,2.73,,"CO2","NA","NA",,,,,,"Kirschbaum1995","lab",,,"I","Fig3","Schleser","https://doi.org/10.1515/zna-1982-0316",,,,,,,,,,,,,,,,,,,
,,"5_15","range calculated from: 12",,,,,4.42,,"CO2","NA","NA",,,,,,"Kirschbaum1995","lab",,,"I","Fig3","Schleser","https://doi.org/10.1515/zna-1982-0316",,,,,,,,,,,,,,,,,,,
,,"5_15","range calculated from: 15",,,,,3.23,,"CO2","NA","NA",,,,,,"Kirschbaum1995","lab",,,"I","Fig3","Schleser","https://doi.org/10.1515/zna-1982-0316",,,,,,,,,,,,,,,,,,,
,,"15_25","range calculated from: 16",,,,,2.84,,"CO2","NA","NA",,,,,,"Kirschbaum1995","lab",,,"I","Fig3","Schleser","https://doi.org/10.1515/zna-1982-0316",,,,,,,,,,,,,,,,,,,
,,"15_25","range calculated from: 25",,,,,1.61,,"CO2",,,,,,,,"Kirschbaum1995","lab",,,"I","Fig3","Schleser","https://doi.org/10.1515/zna-1982-0316",,,,,,,,,,,,,,,,,,,
,,"5_15","range calculated from: 5",,,,,4.29,,"CO2","NA","NA",,,,,,"Kirschbaum1995","lab",,,"J, couldnt access the text","Fig3","Waksman and Gerretsen","https://doi.org/10.2307/1932933",,,,,,,,,,,,,,,,,,,
,,"15_25","range calculated from: 18",,,,,1.95,,"CO2","NA","NA",,,,,,"Kirschbaum1995","lab",,,"J","Fig3","Waksman and Gerretsen","https://doi.org/10.2307/1932933",,,,,,,,,,,,,,,,,,,
,,"25_35","range calculated from: 32.5",,,,,0.829,,"CO2",,,,,,,,"Kirschbaum1995","lab",,,"J","Fig3","Waksman and Gerretsen","https://doi.org/10.2307/1932933",,,,,,,,,,,,,,,,,,,
,,"15_25","range calculated from: 25",,,,,1.89,,"CO2",,,,,,,,"Kirschbaum1995","lab",,,"K, couldn't access the text","Fig3","Wiant","https://doi.org/10.1093/jof/65.7.489",,,,,,,,,,,,,,,,,,,
,,"25_35","range calculated from: 35",,,,,2.13,,"CO2",,,,,,,,"Kirschbaum1995","lab",,,"K, couldn't access the text","Fig3","Wiant","https://doi.org/10.1093/jof/65.7.489",,,,,,,,,,,,,,,,,,,
,,"0_5","range calculated from: 0",,,,,2.66,,"CO2","NA","NA",,,,,,"Kirschbaum1995","lab",,"https://doi.org/10.1016/0038-0717(94)00242-S",,"Fig3",,"https://doi.org/10.1016/0038-0717(94)00242-S",,,,,,,,,,,,,,,,,,,
,,"5_15","range calculated from: 7.5",,,,,10,,"CO2",,,,,,,,"Kirschbaum1995","lab",,,,"Fig3",,"https://doi.org/10.1016/0038-0717(94)00242-S",,,,,,,,,,,,,,,,,,,
,,"5_15","range calculated from: 7.5",,,,,1.52,,"CO2",,,,,,,,"Kirschbaum1995","lab",,,,"Fig3",,"https://doi.org/10.1016/0038-0717(94)00242-S",,,,,,,,,,,,,,,,,,,
,,"5_15","range calculated from: 7.5",,,,,3.23,,"CO2",,,,,,,,"Kirschbaum1995","lab",,,,"Fig3",,"https://doi.org/10.1016/0038-0717(94)00242-S",,,,,,,,,,,,,,,,,,,
,,"5_15","range calculated from: 7.5",,,,,3.54,,"CO2",,,,,,,,"Kirschbaum1995","lab",,,,"Fig3",,"https://doi.org/10.1016/0038-0717(94)00242-S",,,,,,,,,,,,,,,,,,,
,,"5_15","range calculated from: 10",,,,,1.57,,"CO2",,,,,,,,"Kirschbaum1995","lab",,,,"Fig3",,"https://doi.org/10.1016/0038-0717(94)00242-S",,,,,,,,,,,,,,,,,,,
,,"5_15","range calculated from: 10",,,,,2.62,,"CO2",,,,,,,,"Kirschbaum1995","lab",,,,"Fig3",,"https://doi.org/10.1016/0038-0717(94)00242-S",,,,,,,,,,,,,,,,,,,
,,"5_15","range calculated from: 10",,,,,3.43,,"CO2",,,,,,,,"Kirschbaum1995","lab",,,,"Fig3",,"https://doi.org/10.1016/0038-0717(94)00242-S",,,,,,,,,,,,,,,,,,,
,,"5_15","range calculated from: 12",,,,,1.9,,"CO2",,,,,,,,"Kirschbaum1995","lab",,,,"Fig3",,"https://doi.org/10.1016/0038-0717(94)00242-S",,,,,,,,,,,,,,,,,,,
,,"5_15","range calculated from: 12",,,,,2.12,,"CO2",,,,,,,,"Kirschbaum1995","lab",,,,"Fig3",,"https://doi.org/10.1016/0038-0717(94)00242-S",,,,,,,,,,,,,,,,,,,
,,"5_15","range calculated from: 12",,,,,3.37,,"CO2",,,,,,,,"Kirschbaum1995","lab",,,,"Fig3",,"https://doi.org/10.1016/0038-0717(94)00242-S",,,,,,,,,,,,,,,,,,,
,,"5_15","range calculated from: 12",,,,,7.21,,"CO2",,,,,,,,"Kirschbaum1995","lab",,,,"Fig3",,"https://doi.org/10.1016/0038-0717(94)00242-S",,,,,,,,,,,,,,,,,,,
,,"5_15","range calculated from: 15",,,,,1.57,,"CO2",,,,,,,,"Kirschbaum1995","lab",,,,"Fig3",,"https://doi.org/10.1016/0038-0717(94)00242-S",,,,,,,,,,,,,,,,,,,
,,"5_15","range calculated from: 15",,,,,1.76,,"CO2",,,,,,,,"Kirschbaum1995","lab",,,,"Fig3",,"https://doi.org/10.1016/0038-0717(94)00242-S",,,,,,,,,,,,,,,,,,,
,,"5_15","range calculated from: 15",,,,,1.95,,"CO2",,,,,,,,"Kirschbaum1995","lab",,,,"Fig3",,"https://doi.org/10.1016/0038-0717(94)00242-S",,,,,,,,,,,,,,,,,,,
,,"15_25","range calculated from: 17.5",,,,,2.15,,"CO2",,,,,,,,"Kirschbaum1995","lab",,,,"Fig3",,"https://doi.org/10.1016/0038-0717(94)00242-S",,,,,,,,,,,,,,,,,,,
,,"15_25","range calculated from: 17.5",,,,,1.45,,"CO2",,,,,,,,"Kirschbaum1995","lab",,,,"Fig3",,"https://doi.org/10.1016/0038-0717(94)00242-S",,,,,,,,,,,,,,,,,,,
,,"15_25","range calculated from: 17.5",,,,,1.92,,"CO2",,,,,,,,"Kirschbaum1995","lab",,,,"Fig3",,"https://doi.org/10.1016/0038-0717(94)00242-S",,,,,,,,,,,,,,,,,,,
,,"15_25","range calculated from: 20",,,,,2.14,,"CO2",,,,,,,,"Kirschbaum1995","lab",,,,"Fig3",,"https://doi.org/10.1016/0038-0717(94)00242-S",,,,,,,,,,,,,,,,,,,
,,"15_25","range calculated from: 20",,,,,2.5,,"CO2",,,,,,,,"Kirschbaum1995","lab",,,,"Fig3",,"https://doi.org/10.1016/0038-0717(94)00242-S",,,,,,,,,,,,,,,,,,,
,,"15_25","range calculated from: 22.5",,,,,1.45,,"CO2",,,,,,,,"Kirschbaum1995","lab",,,,"Fig3",,"https://doi.org/10.1016/0038-0717(94)00242-S",,,,,,,,,,,,,,,,,,,
,,"15_25","range calculated from: 22.5",,,,,1.84,,"CO2",,,,,,,,"Kirschbaum1995","lab",,,,"Fig3",,"https://doi.org/10.1016/0038-0717(94)00242-S",,,,,,,,,,,,,,,,,,,
,,"15_25","range calculated from: 22.5",,,,,4.13,,"CO2",,,,,,,,"Kirschbaum1995","lab",,,,"Fig3",,"https://doi.org/10.1016/0038-0717(94)00242-S",,,,,,,,,,,,,,,,,,,
,,"25_35","range calculated from: 27.5",,,,,1.17,,"CO2",,,,,,,,"Kirschbaum1995","lab",,,,"Fig3",,"https://doi.org/10.1016/0038-0717(94)00242-S",,,,,,,,,,,,,,,,,,,
,,"25_35","range calculated from: 27.5",,,,,1.83,,"CO2",,,,,,,,"Kirschbaum1995","lab",,,,"Fig3",,"https://doi.org/10.1016/0038-0717(94)00242-S",,,,,,,,,,,,,,,,,,,
,,"25_35","range calculated from: 27.5",,,,,1.69,,"CO2",,,,,,,,"Kirschbaum1995","lab",,,,"Fig3",,"https://doi.org/10.1016/0038-0717(94)00242-S",,,,,,,,,,,,,,,,,,,
,,"25_35","range calculated from: 30",,,,,2.08,,"CO2",,,,,,,,"Kirschbaum1995","lab",,,,"Fig3",,"https://doi.org/10.1016/0038-0717(94)00242-S",,,,,,,,,,,,,,,,,,,
,,"25_35","range calculated from: 30",,,,,1.52,,"CO2",,,,,,,,"Kirschbaum1995","lab",,,,"Fig3",,"https://doi.org/10.1016/0038-0717(94)00242-S",,,,,,,,,,,,,,,,,,,
,,"25_35","range calculated from: 35",,,,,1.93,,"CO2",,,,,,,,"Kirschbaum1995","lab",,,,"Fig3",,"https://doi.org/10.1016/0038-0717(94)00242-S",,,,,,,,,,,,,,,,,,,
"2018",,"3_22",,,,"5-30 % moisture",,2.74,"soil","CO2","36_43'N","138_9'E",,,"forest","forest",,"Makita2021","field",,,,,"Makita2021","https://doi.org/10.3390/f12101410",,,"2","Larix kaempferi",,,,,,,,,,,,,,,
,,,,,,,,1.86,"SOM","CO2","36_43'N","138_9'E",,,"forest","forest",,"Makita2021","field",,"heterotrophic",,,"Makita2021","https://doi.org/10.3390/f12101410",,,"35","Larix kaempferi",,,,,,,,,,,,,,,
,,"5_15",,"60","percent WHC",,,2.86,,"CO2","46.7833_N","9.8667_E",,,"forest","forest","tundra","Reichstein2000","lab",,,"gully","Fig2","Reichstein2000","https://doi.org/10.1016/S0038-0717(00)00002-X","IRGA","A","NA","Vaccinium, Calamagrostis",,"1.4","NA","1047",,,,"1.57",,,,,,,
,,"5_15",,"60","percent WHC",,,2.61,,"CO2","46.7833_N","9.8667_E",,,"forest","forest","tundra","Reichstein2000","lab",,,"gully","Fig2","Reichstein2000","https://doi.org/10.1016/S0038-0717(00)00002-X","IRGA","A","NA","Vaccinium, Calamagrostis",,"1.4","NA","1047",,,,"6.02",,,,,,,
,,"5_15",,"60","percent WHC",,,2.45,,"CO2","46.7833_N","9.8667_E",,,"forest","forest","tundra","Reichstein2000","lab",,,"gully","Fig2","Reichstein2000","https://doi.org/10.1016/S0038-0717(00)00002-X","IRGA","A","NA","Vaccinium, Calamagrostis",,"1.4","NA","1047",,,,"9.42",,,,,,,
,,"5_15",,"60","percent WHC",,,2.16,,"CO2","46.7833_N","9.8667_E",,,"forest","forest","tundra","Reichstein2000","lab",,,"gully","Fig2","Reichstein2000","https://doi.org/10.1016/S0038-0717(00)00002-X","IRGA","A","NA","Vaccinium, Calamagrostis",,"1.4","NA","1047",,,,"14.1",,,,,,,
,,"5_15",,"60","percent WHC",,,1.76,,"CO2","46.7833_N","9.8667_E",,,"forest","forest","tundra","Reichstein2000","lab",,,"gully","Fig2","Reichstein2000","https://doi.org/10.1016/S0038-0717(00)00002-X","IRGA","A","NA","Vaccinium, Calamagrostis",,"1.4","NA","1047",,,,"19.6",,,,,,,
,,"5_15",,"60","percent WHC",,,1.42,,"CO2","46.7833_N","9.8667_E",,,"forest","forest","tundra","Reichstein2000","lab",,,"gully","Fig2","Reichstein2000","https://doi.org/10.1016/S0038-0717(00)00002-X","IRGA","A","NA","Vaccinium, Calamagrostis",,"1.4","NA","1047",,,,"27.7",,,,,,,
,,"5_15",,"60","percent WHC",,,1.32,,"CO2","46.7833_N","9.8667_E",,,"forest","forest","tundra","Reichstein2000","lab",,,"gully","Fig2","Reichstein2000","https://doi.org/10.1016/S0038-0717(00)00002-X","IRGA","A","NA","Vaccinium, Calamagrostis",,"1.4","NA","1047",,,,"35.9",,,,,,,
,,"5_15",,"60","percent WHC",,,2.05,,"CO2","46.7833_N","9.8667_E",,,"forest","forest","tundra","Reichstein2000","lab",,,"gully","Fig2","Reichstein2000","https://doi.org/10.1016/S0038-0717(00)00002-X","IRGA","A","NA","Vaccinium, Calamagrostis",,"1.4","NA","1047",,,,"43.7",,,,,,,
,,"5_15",,"60","percent WHC",,,1.76,,"CO2","46.7833_N","9.8667_E",,,"forest","forest","tundra","Reichstein2000","lab",,,"gully","Fig2","Reichstein2000","https://doi.org/10.1016/S0038-0717(00)00002-X","IRGA","A","NA","Vaccinium, Calamagrostis",,"1.4","NA","1047",,,,"52.1",,,,,,,
,,"5_15",,"60","percent WHC",,,1.51,,"CO2","46.7833_N","9.8667_E",,,"forest","forest","tundra","Reichstein2000","lab",,,"gully","Fig2","Reichstein2000","https://doi.org/10.1016/S0038-0717(00)00002-X","IRGA","A","NA","Vaccinium, Calamagrostis",,"1.4","NA","1047",,,,"59.7",,,,,,,
,,"5_15",,"60","percent WHC",,,1.69,,"CO2","46.7833_N","9.8667_E",,,"forest","forest","tundra","Reichstein2000","lab",,,"gully","Fig2","Reichstein2000","https://doi.org/10.1016/S0038-0717(00)00002-X","IRGA","A","NA","Vaccinium, Calamagrostis",,"1.4","NA","1047",,,,"68.1",,,,,,,
,,"5_15",,"60","percent WHC",,,1.63,,"CO2","46.7833_N","9.8667_E",,,"forest","forest","tundra","Reichstein2000","lab",,,"gully","Fig2","Reichstein2000","https://doi.org/10.1016/S0038-0717(00)00002-X","IRGA","A","NA","Vaccinium, Calamagrostis",,"1.4","NA","1047",,,,"75.9",,,,,,,
,,"5_15",,"60","percent WHC",,,1.26,,"CO2","46.7833_N","9.8667_E",,,"forest","forest","tundra","Reichstein2000","lab",,,"gully","Fig2","Reichstein2000","https://doi.org/10.1016/S0038-0717(00)00002-X","IRGA","A","NA","Vaccinium, Calamagrostis",,"1.4","NA","1047",,,,"84",,,,,,,
,,"5_15",,"60","percent WHC",,,2.06,,"CO2","46.7833_N","9.8667_E",,,"forest","forest","tundra","Reichstein2000","lab",,,"gully","Fig2","Reichstein2000","https://doi.org/10.1016/S0038-0717(00)00002-X","IRGA","A","NA","Vaccinium, Calamagrostis",,"1.4","NA","1047",,,,"91.6",,,,,,,
,,"5_15",,"60","percent WHC",,,1.79,,"CO2","46.7833_N","9.8667_E",,,"forest","forest","tundra","Reichstein2000","lab",,,"gully","Fig2","Reichstein2000","https://doi.org/10.1016/S0038-0717(00)00002-X","IRGA","A","NA","Vaccinium, Calamagrostis",,"1.4","NA","1047",,,,"100",,,,,,,
,,"15_25",,"60","percent WHC",,,2.06,,"CO2","46.7833_N","9.8667_E",,,"forest","forest","tundra","Reichstein2000","lab",,,"gully","Fig2","Reichstein2000","https://doi.org/10.1016/S0038-0717(00)00002-X","IRGA","A","NA","Vaccinium, Calamagrostis",,"1.4","NA","1047",,,,"1.31",,,,,,,
,,"15_25",,"60","percent WHC",,,2.08,,"CO2","46.7833_N","9.8667_E",,,"forest","forest","tundra","Reichstein2000","lab",,,"gully","Fig2","Reichstein2000","https://doi.org/10.1016/S0038-0717(00)00002-X","IRGA","A","NA","Vaccinium, Calamagrostis",,"1.4","NA","1047",,,,"5.5",,,,,,,
,,"15_25",,"60","percent WHC",,,1.84,,"CO2","46.7833_N","9.8667_E",,,"forest","forest","tundra","Reichstein2000","lab",,,"gully","Fig2","Reichstein2000","https://doi.org/10.1016/S0038-0717(00)00002-X","IRGA","A","NA","Vaccinium, Calamagrostis",,"1.4","NA","1047",,,,"9.69",,,,,,,
,,"15_25",,"60","percent WHC",,,1.72,,"CO2","46.7833_N","9.8667_E",,,"forest","forest","tundra","Reichstein2000","lab",,,"gully","Fig2","Reichstein2000","https://doi.org/10.1016/S0038-0717(00)00002-X","IRGA","A","NA","Vaccinium, Calamagrostis",,"1.4","NA","1047",,,,"13.6",,,,,,,
,,"15_25",,"60","percent WHC",,,2.25,,"CO2","46.7833_N","9.8667_E",,,"forest","forest","tundra","Reichstein2000","lab",,,"gully","Fig2","Reichstein2000","https://doi.org/10.1016/S0038-0717(00)00002-X","IRGA","A","NA","Vaccinium, Calamagrostis",,"1.4","NA","1047",,,,"19.4",,,,,,,
,,"15_25",,"60","percent WHC",,,2.17,,"CO2","46.7833_N","9.8667_E",,,"forest","forest","tundra","Reichstein2000","lab",,,"gully","Fig2","Reichstein2000","https://doi.org/10.1016/S0038-0717(00)00002-X","IRGA","A","NA","Vaccinium, Calamagrostis",,"1.4","NA","1047",,,,"27.7",,,,,,,
,,"15_25",,"60","percent WHC",,,2.37,,"CO2","46.7833_N","9.8667_E",,,"forest","forest","tundra","Reichstein2000","lab",,,"gully","Fig2","Reichstein2000","https://doi.org/10.1016/S0038-0717(00)00002-X","IRGA","A","NA","Vaccinium, Calamagrostis",,"1.4","NA","1047",,,,"35.3",,,,,,,
,,"15_25",,"60","percent WHC",,,1.87,,"CO2","46.7833_N","9.8667_E",,,"forest","forest","tundra","Reichstein2000","lab",,,"gully","Fig2","Reichstein2000","https://doi.org/10.1016/S0038-0717(00)00002-X","IRGA","A","NA","Vaccinium, Calamagrostis",,"1.4","NA","1047",,,,"43.5",,,,,,,
,,"15_25",,"60","percent WHC",,,1.72,,"CO2","46.7833_N","9.8667_E",,,"forest","forest","tundra","Reichstein2000","lab",,,"gully","Fig2","Reichstein2000","https://doi.org/10.1016/S0038-0717(00)00002-X","IRGA","A","NA","Vaccinium, Calamagrostis",,"1.4","NA","1047",,,,"51.8",,,,,,,
,,"15_25",,"60","percent WHC",,,2.24,,"CO2","46.7833_N","9.8667_E",,,"forest","forest","tundra","Reichstein2000","lab",,,"gully","Fig2","Reichstein2000","https://doi.org/10.1016/S0038-0717(00)00002-X","IRGA","A","NA","Vaccinium, Calamagrostis",,"1.4","NA","1047",,,,"59.7",,,,,,,
,,"15_25",,"60","percent WHC",,,2.09,,"CO2","46.7833_N","9.8667_E",,,"forest","forest","tundra","Reichstein2000","lab",,,"gully","Fig2","Reichstein2000","https://doi.org/10.1016/S0038-0717(00)00002-X","IRGA","A","NA","Vaccinium, Calamagrostis",,"1.4","NA","1047",,,,"67.8",,,,,,,
,,"15_25",,"60","percent WHC",,,2.1,,"CO2","46.7833_N","9.8667_E",,,"forest","forest","tundra","Reichstein2000","lab",,,"gully","Fig2","Reichstein2000","https://doi.org/10.1016/S0038-0717(00)00002-X","IRGA","A","NA","Vaccinium, Calamagrostis",,"1.4","NA","1047",,,,"75.7",,,,,,,
,,"15_25",,"60","percent WHC",,,2.59,,"CO2","46.7833_N","9.8667_E",,,"forest","forest","tundra","Reichstein2000","lab",,,"gully","Fig2","Reichstein2000","https://doi.org/10.1016/S0038-0717(00)00002-X","IRGA","A","NA","Vaccinium, Calamagrostis",,"1.4","NA","1047",,,,"83.5",,,,,,,
,,"15_25",,"60","percent WHC",,,2.28,,"CO2","46.7833_N","9.8667_E",,,"forest","forest","tundra","Reichstein2000","lab",,,"gully","Fig2","Reichstein2000","https://doi.org/10.1016/S0038-0717(00)00002-X","IRGA","A","NA","Vaccinium, Calamagrostis",,"1.4","NA","1047",,,,"91.4",,,,,,,
,,"15_25",,"60","percent WHC",,,2.42,,"CO2","46.7833_N","9.8667_E",,,"forest","forest","tundra","Reichstein2000","lab",,,"gully","Fig2","Reichstein2000","https://doi.org/10.1016/S0038-0717(00)00002-X","IRGA","A","NA","Vaccinium, Calamagrostis",,"1.4","NA","1047",,,,"99.5",,,,,,,
,,"5_15",,"60","percent WHC",,,2.13,,"CO2","46.7833_N","9.8667_E",,,"forest","forest","tundra","Reichstein2000","lab",,,"ridge","Fig2","Reichstein2000","https://doi.org/10.1016/S0038-0717(00)00002-X","IRGA","O","NA","Vaccinium, Calamagrostis",,"1.4","NA","1047",,,,"1.55",,,,,,,
,,"5_15",,"60","percent WHC",,,2.56,,"CO2","46.7833_N","9.8667_E",,,"forest","forest","tundra","Reichstein2000","lab",,,"ridge","Fig2","Reichstein2000","https://doi.org/10.1016/S0038-0717(00)00002-X","IRGA","O","NA","Vaccinium, Calamagrostis",,"1.4","NA","1047",,,,"5.68",,,,,,,
,,"5_15",,"60","percent WHC",,,2.61,,"CO2","46.7833_N","9.8667_E",,,"forest","forest","tundra","Reichstein2000","lab",,,"ridge","Fig2","Reichstein2000","https://doi.org/10.1016/S0038-0717(00)00002-X","IRGA","O","NA","Vaccinium, Calamagrostis",,"1.4","NA","1047",,,,"10.1",,,,,,,
,,"5_15",,"60","percent WHC",,,2.19,,"CO2","46.7833_N","9.8667_E",,,"forest","forest","tundra","Reichstein2000","lab",,,"ridge","Fig2","Reichstein2000","https://doi.org/10.1016/S0038-0717(00)00002-X","IRGA","O","NA","Vaccinium, Calamagrostis",,"1.4","NA","1047",,,,"13.7",,,,,,,
,,"5_15",,"60","percent WHC",,,1.93,,"CO2","46.7833_N","9.8667_E",,,"forest","forest","tundra","Reichstein2000","lab",,,"ridge","Fig2","Reichstein2000","https://doi.org/10.1016/S0038-0717(00)00002-X","IRGA","O","NA","Vaccinium, Calamagrostis",,"1.4","NA","1047",,,,"19.6",,,,,,,
,,"5_15",,"60","percent WHC",,,1.75,,"CO2","46.7833_N","9.8667_E",,,"forest","forest","tundra","Reichstein2000","lab",,,"ridge","Fig2","Reichstein2000","https://doi.org/10.1016/S0038-0717(00)00002-X","IRGA","O","NA","Vaccinium, Calamagrostis",,"1.4","NA","1047",,,,"28.2",,,,,,,
,,"5_15",,"60","percent WHC",,,1.73,,"CO2","46.7833_N","9.8667_E",,,"forest","forest","tundra","Reichstein2000","lab",,,"ridge","Fig2","Reichstein2000","https://doi.org/10.1016/S0038-0717(00)00002-X","IRGA","O","NA","Vaccinium, Calamagrostis",,"1.4","NA","1047",,,,"35.9",,,,,,,
,,"5_15",,"60","percent WHC",,,2.09,,"CO2","46.7833_N","9.8667_E",,,"forest","forest","tundra","Reichstein2000","lab",,,"ridge","Fig2","Reichstein2000","https://doi.org/10.1016/S0038-0717(00)00002-X","IRGA","O","NA","Vaccinium, Calamagrostis",,"1.4","NA","1047",,,,"43.9",,,,,,,
,,"5_15",,"60","percent WHC",,,1.87,,"CO2","46.7833_N","9.8667_E",,,"forest","forest","tundra","Reichstein2000","lab",,,"ridge","Fig2","Reichstein2000","https://doi.org/10.1016/S0038-0717(00)00002-X","IRGA","O","NA","Vaccinium, Calamagrostis",,"1.4","NA","1047",,,,"52.2",,,,,,,
,,"5_15",,"60","percent WHC",,,1.9,,"CO2","46.7833_N","9.8667_E",,,"forest","forest","tundra","Reichstein2000","lab",,,"ridge","Fig2","Reichstein2000","https://doi.org/10.1016/S0038-0717(00)00002-X","IRGA","O","NA","Vaccinium, Calamagrostis",,"1.4","NA","1047",,,,"59.9",,,,,,,
,,"5_15",,"60","percent WHC",,,2.17,,"CO2","46.7833_N","9.8667_E",,,"forest","forest","tundra","Reichstein2000","lab",,,"ridge","Fig2","Reichstein2000","https://doi.org/10.1016/S0038-0717(00)00002-X","IRGA","O","NA","Vaccinium, Calamagrostis",,"1.4","NA","1047",,,,"68.2",,,,,,,
,,"5_15",,"60","percent WHC",,,2.23,,"CO2","46.7833_N","9.8667_E",,,"forest","forest","tundra","Reichstein2000","lab",,,"ridge","Fig2","Reichstein2000","https://doi.org/10.1016/S0038-0717(00)00002-X","IRGA","O","NA","Vaccinium, Calamagrostis",,"1.4","NA","1047",,,,"76",,,,,,,
,,"5_15",,"60","percent WHC",,,2.22,,"CO2","46.7833_N","9.8667_E",,,"forest","forest","tundra","Reichstein2000","lab",,,"ridge","Fig2","Reichstein2000","https://doi.org/10.1016/S0038-0717(00)00002-X","IRGA","O","NA","Vaccinium, Calamagrostis",,"1.4","NA","1047",,,,"83.7",,,,,,,
,,"5_15",,"60","percent WHC",,,2.1,,"CO2","46.7833_N","9.8667_E",,,"forest","forest","tundra","Reichstein2000","lab",,,"ridge","Fig2","Reichstein2000","https://doi.org/10.1016/S0038-0717(00)00002-X","IRGA","O","NA","Vaccinium, Calamagrostis",,"1.4","NA","1047",,,,"92.2",,,,,,,
,,"5_15",,"60","percent WHC",,,2.53,,"CO2","46.7833_N","9.8667_E",,,"forest","forest","tundra","Reichstein2000","lab",,,"ridge","Fig2","Reichstein2000","https://doi.org/10.1016/S0038-0717(00)00002-X","IRGA","O","NA","Vaccinium, Calamagrostis",,"1.4","NA","1047",,,,"100",,,,,,,
,,"15_25",,"60","percent WHC",,,2.34,,"CO2","46.7833_N","9.8667_E",,,"forest","forest","tundra","Reichstein2000","lab",,,"ridge","Fig2","Reichstein2000","https://doi.org/10.1016/S0038-0717(00)00002-X","IRGA","O","NA","Vaccinium, Calamagrostis",,"1.4","NA","1047",,,,"1.29",,,,,,,
,,"15_25",,"60","percent WHC",,,2.06,,"CO2","46.7833_N","9.8667_E",,,"forest","forest","tundra","Reichstein2000","lab",,,"ridge","Fig2","Reichstein2000","https://doi.org/10.1016/S0038-0717(00)00002-X","IRGA","O","NA","Vaccinium, Calamagrostis",,"1.4","NA","1047",,,,"5.68",,,,,,,
,,"15_25",,"60","percent WHC",,,2.22,,"CO2","46.7833_N","9.8667_E",,,"forest","forest","tundra","Reichstein2000","lab",,,"ridge","Fig2","Reichstein2000","https://doi.org/10.1016/S0038-0717(00)00002-X","IRGA","O","NA","Vaccinium, Calamagrostis",,"1.4","NA","1047",,,,"9.56",,,,,,,
,,"15_25",,"60","percent WHC",,,2.07,,"CO2","46.7833_N","9.8667_E",,,"forest","forest","tundra","Reichstein2000","lab",,,"ridge","Fig2","Reichstein2000","https://doi.org/10.1016/S0038-0717(00)00002-X","IRGA","O","NA","Vaccinium, Calamagrostis",,"1.4","NA","1047",,,,"13.7",,,,,,,
,,"15_25",,"60","percent WHC",,,2.2,,"CO2","46.7833_N","9.8667_E",,,"forest","forest","tundra","Reichstein2000","lab",,,"ridge","Fig2","Reichstein2000","https://doi.org/10.1016/S0038-0717(00)00002-X","IRGA","O","NA","Vaccinium, Calamagrostis",,"1.4","NA","1047",,,,"19.6",,,,,,,
,,"15_25",,"60","percent WHC",,,1.99,,"CO2","46.7833_N","9.8667_E",,,"forest","forest","tundra","Reichstein2000","lab",,,"ridge","Fig2","Reichstein2000","https://doi.org/10.1016/S0038-0717(00)00002-X","IRGA","O","NA","Vaccinium, Calamagrostis",,"1.4","NA","1047",,,,"27.6",,,,,,,
